regulatory_gene	target_gene	regulation_strength
ceh-32	F56C9.8	0.18518167475635705
ceh-32	cutl-16	0.4317115111943868
ceh-32	mlc-1	0.30220467753670993
ceh-32	gcy-33	0.3047453952105439
ceh-32	zig-7	0.2858332649903931
ceh-32	gcy-34	0.36466805525209767
ceh-32	syd-9	-0.0933072811136676
ceh-32	T19C3.3	0.1533343266535121
ceh-32	srsx-30	0.2817957899744036
ceh-32	T10G3.1	0.07864377662143064
ceh-32	nlp-33	0.2822231401612426
ceh-32	cpl-1	0.23662395560405997
ceh-32	hlh-1	0.2902130641729198
ceh-32	grd-10	0.2366367569476166
ceh-32	plin-1	-0.25086358002773196
ceh-32	tctn-1	0.25890055138993384
ceh-32	let-2	0.22871241056104868
ceh-32	acsd-1	0.26508954678851315
ceh-32	mlc-3	0.273579850164395
ceh-32	cutl-24	0.19685451420227817
ceh-32	Y37D8A.16	0.05980766593639762
ceh-32	sem-4	0.19056482259084145
ceh-32	hil-4	0.2549960683646374
ceh-32	tmem-231	0.21761571279600764
ceh-32	nlp-29	0.23748812670643096
ceh-32	gst-5	0.16744412277766701
ceh-32	cle-1	0.17869179597241736
ceh-32	lgc-31	0.18575692834676877
ceh-32	col-166	0.16304328777593716
ceh-32	maoc-1	-0.20355881399446946
ceh-32	elt-7	-0.17301959163391162
ceh-32	hsp-12.3	0.21077784450721504
ceh-32	AH9.6	0.17133356844550487
ceh-32	F53B3.3	-0.14966147370260752
ceh-32	abts-1	-0.1254868411994675
ceh-32	C14B9.2	0.1932187268740599
ceh-32	dyf-1	0.1724276284277687
ceh-32	C29F5.1	0.1831118001850544
ceh-32	set-18	0.1943750667048268
ceh-32	deg-1	0.17957262966727186
ceh-32	fbxc-20	0.19485210583127882
ceh-32	lec-3	0.19286976451554716
ceh-32	C25D7.15	0.19488876357402493
ceh-32	lev-11	0.06376717553387232
ceh-32	lips-10	0.05484893826786874
ceh-32	gpdh-1	0.13334485532406495
ceh-32	Y62F5A.9	0.15027204858829576
ceh-32	hgo-1	-0.09783156374987283
ceh-32	Y22D7AL.6	0.17039833977506558
ceh-32	cex-2	0.06068028136278411
ceh-32	dhs-8	-0.05081293371050211
ceh-32	F47B10.8	0.08188190365235554
ceh-32	spp-22	0.07512491849840751
ceh-32	odr-2	0.05880835860814148
ceh-32	Y102A11A.9	0.07051339500669168
ceh-32	C01G5.25	-0.17686061655235064
ceh-32	lact-2	0.05212010271005641
ceh-32	cnc-3	0.16540604663360894
ceh-32	F57B1.6	0.1659577864309621
ceh-32	ZC443.4	-0.08945717268728118
ceh-32	C34D1.4	0.05104952531656317
ceh-32	F41D9.2	0.4259801676638636
ceh-32	fkb-4	0.10727625244737336
ceh-32	F28E10.1	-0.06727862115617948
ceh-32	C53D6.8	-0.0524347041466233
ceh-32	max-1	0.07875354743297303
ceh-32	ctg-1	-0.10066949892921237
ceh-32	fos-1	0.05932200548754907
ceh-32	fmi-1	0.12051798794460515
ceh-32	spp-13	0.10061349242873614
ceh-32	odr-4	0.11831296287927666
ceh-32	F44E5.4	-0.11803272434458612
ceh-32	ttr-1	-0.06359517152887073
ceh-32	F11D5.1	-0.07395021593279585
ceh-32	unc-43	-0.11972649762345033
ceh-32	cutl-18	-0.11938658620118422
ceh-32	asns-2	-0.05355974005527473
ceh-32	K10D3.6	-0.07635834327483165
ceh-32	unc-62	0.055611933240716324
ceh-32	hil-5	0.14586843189863447
ceh-32	unc-3	0.07448480744732335
ceh-32	pghm-1	0.13816938616821633
ceh-32	tba-9	0.0806601995721201
ceh-32	F14B8.5	0.06372258456367187
ceh-32	pat-10	0.12019323096232784
ceh-32	nphp-4	0.10437765857399278
ceh-32	glb-18	-0.054376235305500446
ceh-32	ttn-1	0.07682985132266783
ceh-32	egl-21	-0.05543023988249584
ceh-32	mnp-1	-0.05239434399216121
ceh-32	cpn-1	-0.05635570426857696
ceh-32	F14B8.6	0.06214278190948938
ceh-32	mig-6	-0.05166283610268427
ceh-32	glr-2	-0.0700266674093659
ceh-32	fkb-7	0.12098855707833867
ceh-32	F43C9.2	-0.05064943826485535
ceh-32	C26F1.1	-0.059529679820755514
ceh-32	K07E3.4	0.06044757387095474
ceh-32	ZK1307.1	-0.08029745491842734
ceh-32	lon-2	0.06791812006686987
ceh-32	icl-1	0.073021838410875
ceh-32	eri-6	-0.06612035945939793
ceh-32	F42G8.19	0.06864947370882796
ceh-32	F54E4.3	0.054801208653247044
ceh-32	B0228.1	0.05374860020922449
ceh-32	gpx-5	0.09558031322060122
ceh-32	sym-1	0.10982539104080957
ceh-32	hmit-1.3	0.12164367987836416
ceh-32	F08B12.4	0.06685390930249585
ceh-32	K07C11.4	0.053035742107009176
ceh-32	tbx-2	0.05860689897810156
ceh-32	dao-2	0.08287520464930584
ceh-32	ncam-1	0.07258135964948545
ceh-32	pgal-1	-0.06834240499685498
